;ECC;PERIH_KM;EPOCH_JD;EPOCH_ET;LNODE_RAD;ARGP_RAD;I_RAD;GM_SUN;COMP_ET;M0_RAD;STATE_VEC;POS_VEC_KM;POS_VEC_WRT_EARTH_KM;ECLIP_LONG_DEG;ECLIP_LAT_DEG
597;0.2934842806467492;150500034.54866523;2459038.6802847274;647454045.7843472;4.792304312976846;0.22361866445191858;0.061931118634757455;132712440041.9393;646747269.1841353;0.0;"[ 2.18235991e+07 -1.49340845e+08  6.09687942e+05  3.30836399e+01
  6.06391607e+00  2.07500109e+00]";[ 2.18235991e+07 -1.49340845e+08  6.09687942e+05];[-394531.67786208 1117579.83820164  603107.72403183];109.44421681132079;26.97047306910153
598;0.29346295792342;150499927.9752933;2459038.680328244;647454049.5441738;4.7923043999378505;0.2236175193734381;0.06192441456447041;132712440041.9393;646747269.1841353;0.0;"[ 2.18234675e+07 -1.49340731e+08  6.09613398e+05  3.30834132e+01
  6.06377505e+00  2.07476121e+00]";[ 2.18234675e+07 -1.49340731e+08  6.09613398e+05];[-394663.22322347 1117694.21295974  603033.1798245 ];109.44837232771947;26.964647768326397
599;0.2934681084026886;150500153.3449337;2459038.6801973833;647454038.2378231;4.792304152938708;0.22361609634095983;0.061924640765733376;132712440041.9393;646747269.1841353;0.0;"[ 2.18236325e+07 -1.49340927e+08  6.09627166e+05  3.30834507e+01
  6.06380956e+00  2.07477124e+00]";[ 2.18236325e+07 -1.49340927e+08  6.09627166e+05];[-394498.20669942 1117498.12708914  603046.94731647];109.44400594719106;26.9698625628031
600;0.2934151066076904;150500575.79177403;2459038.6804428124;647454059.4428936;4.792305874215087;0.22361623201391598;0.06191911133013736;132712440041.9393;646747269.1841353;0.0;"[ 2.18238355e+07 -1.49341270e+08  6.09567368e+05  3.30827675e+01
  6.06355153e+00  2.07454237e+00]";[ 2.18238355e+07 -1.49341270e+08  6.09567368e+05];[-394295.18226491 1117155.18907902  602987.14998498];109.4402681276265;26.975207798727
601;0.293501657377018;150500373.15256122;2459038.6803960605;647454055.4035336;4.792305053298519;0.22361976939687148;0.06192939307863322;132712440041.9393;646747269.1841353;0.0;"[ 2.18235329e+07 -1.49341233e+08  6.09657994e+05  3.30838150e+01
  6.06399675e+00  2.07495451e+00]";[ 2.18235329e+07 -1.49341233e+08  6.09657994e+05];[-394597.78906249 1117192.46054733  603077.7753031 ];109.45346737262692;26.976031966650073
602;0.2933632097559518;150500589.3010902;2459038.6805489142;647454068.6100994;4.7923070996624215;0.22361364549565296;0.06191111373142452;132712440041.9393;646747269.1841353;0.0;"[ 2.18237943e+07 -1.49341225e+08  6.09474666e+05  3.30821597e+01
  6.06325260e+00  2.07423496e+00]";[ 2.18237943e+07 -1.49341225e+08  6.09474666e+05];[-394336.45806818 1117200.43203861  602894.44784126];109.44142224719243;26.97054422937376
603;0.29349827186491434;150500090.25188908;2459038.680281295;647454045.4877926;4.792304030595559;0.22361876026038102;0.061928704492763324;132712440041.9393;646747269.1841353;0.0;"[ 2.18234810e+07 -1.49340939e+08  6.09658990e+05  3.30838115e+01
  6.06396774e+00  2.07493080e+00]";[ 2.18234810e+07 -1.49340939e+08  6.09658990e+05];[-394649.76777373 1117486.24806792  603078.77153457];109.45110655531244;26.970317478329243
604;0.2934831554709388;150500396.2250507;2459038.6802376322;647454041.7153317;4.792304478280037;0.22361725465502164;0.061927789420375474;132712440041.9393;646747269.1841353;0.0;"[ 2.18236968e+07 -1.49341188e+08  6.09657888e+05  3.30835951e+01
  6.06390183e+00  2.07488646e+00]";[ 2.18236968e+07 -1.49341188e+08  6.09657888e+05];[-394433.89431323 1117237.17887351  603077.66928223];109.44527396771237;26.976270426760685
605;0.2934304637084072;150500577.18651712;2459038.680433648;647454058.6511074;4.79230672535663;0.2236155196176464;0.06191904378591335;132712440041.9393;646747269.1841353;0.0;"[ 2.18237487e+07 -1.49341306e+08  6.09553212e+05  3.30829550e+01
  6.06362059e+00  2.07455221e+00]";[ 2.18237487e+07 -1.49341306e+08  6.09553212e+05];[-394381.99804461 1117119.39678341  602972.99351036];109.44480359927356;26.97475890819602
606;0.29344936544224426;150500223.18669242;2459038.68033597;647454050.211723;4.792304927261953;0.22361711190720152;0.06192370558233922;132712440041.9393;646747269.1841353;0.0;"[ 2.18236945e+07 -1.49340975e+08  6.09614298e+05  3.30832131e+01
  6.06372827e+00  2.07472491e+00]";[ 2.18236945e+07 -1.49340975e+08  6.09614298e+05];[-394436.20619768 1117449.93084693  603034.07989151];109.44195490960564;26.9706598967577
